2.324,0,0,12477,33413,11872,11868,119.72,0,0,100,42,60
2.35766,1,2,12326,33319,11642,11640,117.42,1,10,100,42,60
2.28902,0,0,11541,31047,11227,11224,113.27,0,20,100,42,60
2.30821,0,0,12051,32617,11716,11712,118.16,0,30,100,42,60
2.33514,1,2,11534,31632,11057,11054,111.57,1,40,100,42,60
2.2696,0,0,10945,30128,10627,10624,107.27,0,50,100,42,60
2.32384,1,2,11167,30900,10618,10615,107.18,2,60,100,42,60
2.26509,0,0,10618,29038,10333,10329,104.33,0,70,100,42,60
2.3385,0,0,13740,33916,10586,10573,106.86,0,80,100,42,60
2.46711,1,2,17203,38882,10147,10125,102.47,1,90,100,42,60
2.67257,2,4,24177,46695,9765,9718,98.65,2,100,100,42,60
2.91495,2,4,35299,61657,9299,9234,93.99,2,110,100,42,60
3.08159,1,2,44576,70591,9626,9581,97.26,1,120,100,42,60
2.97009,0,0,40007,63852,9222,9188,93.22,0,130,100,42,60
2.59831,1,2,20832,44150,9138,9130,92.38,1,140,100,42,60
2.71889,1,2,26929,53171,10264,10237,103.64,1,150,100,42,60
2.77874,0,0,31120,58092,11304,11255,114.04,0,160,100,42,60
2.62622,0,0,24615,48530,11160,11126,112.6,0,170,100,42,60
2.31283,0,0,11711,32990,11158,11154,112.58,0,180,100,42,60
2.34848,1,2,11290,32323,10508,10505,106.08,1,190,100,42,60
2.30202,0,0,12032,32221,10735,10726,108.35,0,200,100,42,60
2.3714,0,0,15313,36941,10891,10871,109.91,0,210,100,42,60
3.18799,2,4,47347,77226,10838,10788,109.38,3,220,100,42,60
3.34932,1,2,55011,82464,10351,10306,104.51,1,230,100,42,60
3.217,1,2,48308,73349,10087,10058,101.87,1,240,100,42,60
2.39791,0,0,16409,36946,10479,10477,105.79,0,250,100,42,60
2.28119,0,0,11009,30234,10172,10169,102.72,0,260,100,42,60
2.27685,0,0,10759,29637,9915,9912,100.15,0,270,100,42,60
2.48387,2,4,11724,32268,9629,9623,97.29,2,280,100,42,60
2.4235,0,0,15409,35760,9554,9537,96.54,0,290,100,42,60
2.63521,0,0,24459,45083,9304,9268,94.04,0,300,100,42,60
2.71145,0,0,28325,47962,8486,8461,85.86,0,310,100,42,60
2.53672,0,0,21146,39966,8602,8595,87.02,0,320,100,42,60
2.28925,0,0,10347,28930,9971,9964,100.71,0,330,100,42,60
2.31245,0,0,11291,30481,11093,11088,111.93,0,340,100,42,60
2.38154,0,0,12999,32800,11425,11413,115.25,0,350,100,42,60
2.46596,0,0,15569,35362,11322,11300,114.22,0,360,100,42,60
2.35197,0,0,11832,31710,11587,11587,116.87,0,370,100,42,60
2.41495,1,2,11819,32294,11304,11304,114.04,1,380,100,42,60
2.45848,2,4,11598,32049,10835,10835,109.35,2,390,100,42,60
2.35099,0,0,10863,29834,10593,10593,106.93,0,400,100,42,60
2.54887,1,2,10982,30905,10482,10482,105.82,1,410,100,42,60
2.52171,0,0,10534,29616,10196,10195,102.96,0,420,100,42,60
2.46385,0,0,10468,29750,10079,10077,101.79,0,430,100,42,60
2.55834,2,4,11111,31371,9656,9647,97.56,3,440,100,42,60
2.59177,1,2,13619,33893,9454,9437,95.54,1,450,100,42,60
2.42746,0,0,10658,29771,9489,9478,95.89,0,460,100,42,60
2.41683,1,2,9903,28775,9196,9195,92.96,1,470,100,42,60
2.51765,0,0,12854,32249,8888,8880,89.88,0,480,100,42,60
2.80944,0,0,21310,42426,8478,8450,85.78,0,490,100,42,60
3.25853,1,2,34781,59699,8992,8939,90.92,2,500,100,42,60
3.11139,0,0,33560,58163,10196,10160,102.96,0,510,100,42,60
2.62898,0,0,16751,39347,11075,11069,111.75,0,520,100,42,60
2.49196,0,0,11976,32678,11276,11272,113.76,0,530,100,42,60
2.51153,0,0,12570,33769,11408,11403,115.08,0,540,100,42,60
