0.004,0,0,2403,6628,2373,2355,119.65,0,0,20,1771874042,20
0.004,0,0,2298,6295,2273,2265,114.65,0,5,20,1771874042,20
0.003,0,0,2398,6563,2378,2378,119.9,0,10,20,1771874042,20
0.003,0,0,2523,6894,2503,2503,126.15,0,15,20,1771874042,20
0.004,0,0,2621,7182,2601,2601,131.05,0,20,20,1771874042,20
0.004,0,0,2521,6909,2501,2501,126.05,0,25,20,1771874042,20
0.003,0,0,2421,6649,2401,2401,121.05,0,30,20,1771874042,20
0.003,0,0,2321,6379,2301,2301,116.05,0,35,20,1771874042,20
0.003,0,0,2239,6139,2203,2201,111.15,0,40,20,1771874042,20
0.003,0,0,2140,5901,2103,2101,106.15,0,45,20,1771874042,20
0.003,1,2,2118,5901,2003,2003,101.15,1,50,20,1771874042,20
0.002,0,0,1928,5383,1907,1903,96.35,0,55,20,1771874042,20
0.002,0,0,1828,5150,1807,1803,91.35,0,60,20,1771874042,20
0.002,0,0,1728,4875,1707,1703,86.35,0,65,20,1771874042,20
0.002,0,0,1640,4640,1607,1605,81.35,0,70,20,1771874042,20
0.003,0,0,1537,4374,1507,1507,76.35,0,75,20,1771874042,20
0.003,0,0,1976,5567,1951,1951,98.55,0,80,20,1771874042,20
0.002,0,0,1871,5287,1851,1851,93.55,0,85,20,1771874042,20
0.002,0,0,1943,5493,1923,1923,97.15,0,90,20,1771874042,20
0.002,0,0,1843,5224,1823,1823,92.15,0,95,20,1771874042,20
0.003,0,0,1911,5413,1891,1891,95.55,0,100,20,1771874042,20
0.003,0,0,2009,5677,1989,1989,100.45,0,105,20,1771874042,20
0.003,1,2,1998,5652,1889,1889,95.45,1,110,20,1771874042,20
0.003,0,0,1817,5149,1789,1789,90.45,0,115,20,1771874042,20
0.003,0,0,1934,5495,1906,1906,96.3,0,120,20,1771874042,20
0.003,0,0,1840,5232,1806,1806,91.3,0,125,20,1771874042,20
0.003,0,0,1736,4953,1706,1706,86.3,0,130,20,1771874042,20
0.002,0,0,1626,4631,1606,1606,81.3,0,135,20,1771874042,20
0.002,0,0,1703,4855,1683,1683,85.15,0,140,20,1771874042,20
0.003,0,0,1943,5498,1923,1923,97.15,0,145,20,1771874042,20
0.003,0,0,2197,6182,2177,2177,109.85,0,150,20,1771874042,20
0.003,0,0,2097,5875,2077,2077,104.85,0,155,20,1771874042,20
0.004,0,0,2217,6172,2183,2183,110.15,0,160,20,1771874042,20
0.004,0,0,2289,6363,2251,2251,113.55,0,165,20,1771874042,20
0.004,0,0,2184,6049,2151,2151,108.55,0,170,20,1771874042,20
0.003,0,0,2092,5719,2051,2051,103.55,0,175,20,1771874042,20
0.003,0,0,2328,6389,2291,2291,115.55,0,180,20,1771874042,20
0.003,0,0,2234,6146,2191,2191,110.55,0,185,20,1771874042,20
0.003,0,0,2129,5862,2091,2091,105.55,0,190,20,1771874042,20
0.003,0,0,2024,5571,1991,1991,100.55,0,195,20,1771874042,20
0.003,0,0,1917,5286,1891,1891,95.55,0,200,20,1771874042,20
0.003,0,0,1984,5475,1961,1961,99.05,0,205,20,1771874042,20
0.003,0,0,1881,5200,1861,1861,94.05,0,210,20,1771874042,20
0.002,0,0,1950,5419,1930,1930,97.5,0,215,20,1771874042,20
0.002,0,0,2021,5649,2001,2001,101.05,0,220,20,1771874042,20
0.003,0,0,1921,5391,1901,1901,96.05,0,225,20,1771874042,20
