80
4921,0,;133,-1,;
13466,0,;14141,-1,;
14021,0,;161,-1,;
7164,0,;14173,-1,;
182,0,;98,-1,;14136,-1,;
3497,0,;14154,-1,;
847,0,;91,-1,;
7449,0,;14114,-1,;
11758,0,;166,-1,;
2513,0,;14178,-1,;
12626,0,;110,-1,;
5033,0,;14184,-1,;
13360,0,;89,-1,;
5076,0,;14161,-1,;
2065,0,;132,-1,;
9662,0,;14152,-1,;
9246,0,;90,-1,;
2441,0,;14128,-1,;
442,0,;106,-1,;
1988,0,;14147,-1,;
8877,0,;141,-1,;
11966,0,;14180,-1,;
2394,0,;126,-1,;
2834,0,;14159,-1,;
2434,0,;166,-1,;
14123,0,;14140,-1,;
5510,0,;134,-1,;
8079,0,;14124,-1,;
1703,0,;107,-1,;
2773,0,;14159,-1,;
2670,0,;150,-1,;
13794,0,;14177,-1,;
5690,0,;146,-1,;
927,0,;14126,-1,;
826,0,;154,-1,;
9128,0,;14164,-1,;
13561,0,;121,-1,;
13265,0,;14162,-1,;
235,0,;151,-1,;14162,-1,;
1804,0,;14145,-1,;
12747,0,;145,-1,;
851,0,;14171,-1,;
3157,0,;131,-1,;
8188,0,;14176,-1,;
1141,0,;135,-1,;
13831,0,;14182,-1,;
14166,0,;138,-1,;
7163,0,;14138,-1,;
8046,0,;149,-1,;
1992,0,;14178,-1,;
782,0,;109,-1,;
6079,0,;14169,-1,;
7254,0,;114,-1,;
8186,0,;14116,-1,;
5734,0,;105,-1,;
13007,0,;14192,-1,;
13534,0,;94,-1,;
12425,0,;14194,-1,;
7961,0,;148,-1,;
1901,0,;14137,-1,;
619,0,;115,-1,;
13559,0,;14192,-1,;
12640,0,;125,-1,;
3265,0,;14172,-1,;
1371,0,;111,-1,;
1402,0,;14154,-1,;
2098,0,;166,-1,;
1300,0,;14124,-1,;
4558,0,;104,-1,;
11001,0,;14169,-1,;
11918,0,;158,-1,;
12568,0,;14156,-1,;
4258,0,;142,-1,;
12616,0,;14177,-1,;
359,0,;108,-1,;
12722,0,;14175,-1,;
2725,0,;120,-1,;
3128,0,;14133,-1,;
489,0,;153,-1,;
8242,0,;14128,-1,;
