120
1445,-1,0;
1068,-1,0;
7106,-1,0;
226,-1,0;
14097,-1,0;
10594,-1,0;
583,-1,0;
2169,-1,0;
3386,-1,0;
3186,-1,0;
4029,-1,0;
846,-1,0;
5882,-1,0;
13298,-1,0;
1854,-1,0;
2002,-1,0;
898,-1,0;
233,-1,0;
7301,-1,0;
14042,-1,0;
4056,-1,0;
2438,-1,0;
7107,-1,0;
10115,-1,0;
4413,-1,0;
10662,-1,0;
12575,-1,0;
12395,-1,0;
1789,-1,0;
9638,-1,0;
1311,-1,0;
4129,-1,0;
8261,-1,0;
5131,-1,0;
7390,-1,0;
6618,-1,0;
13055,-1,0;
7726,-1,0;
1480,-1,0;
2198,-1,0;
13806,-1,0;
6905,-1,0;
462,-1,0;
8170,-1,0;
1616,-1,0;
14047,-1,0;
13148,-1,0;
3070,-1,0;
11357,-1,0;
4226,-1,0;
12735,-1,0;
12485,-1,0;
11160,-1,0;
4701,-1,0;
6065,-1,0;
2493,-1,0;
6469,-1,0;
8199,-1,0;
14034,-1,0;
8046,-1,0;
6285,-1,0;
2007,-1,0;
273,-1,0;
10341,-1,0;
14019,-1,0;
1328,-1,0;
2250,-1,0;
1747,-1,0;
564,-1,0;
3180,-1,0;
7933,-1,0;
869,-1,0;
8242,-1,0;
8191,-1,0;
3793,-1,0;
3314,-1,0;
10231,-1,0;
3075,-1,0;
6005,-1,0;
5025,-1,0;
13267,-1,0;
6241,-1,0;
14059,-1,0;
6569,-1,0;
8410,-1,0;
1017,-1,0;
2905,-1,0;
11973,-1,0;
10613,-1,0;
13852,-1,0;
3654,-1,0;
12816,-1,0;
1869,-1,0;
408,-1,0;
881,-1,0;
4409,-1,0;
825,-1,0;
3125,-1,0;
4037,-1,0;
1915,-1,0;
11118,-1,0;
10130,-1,0;
11217,-1,0;
11502,-1,0;
13701,-1,0;
1083,-1,0;
8071,-1,0;
13456,-1,0;
11085,-1,0;
2997,-1,0;
1172,-1,0;
8186,-1,0;
13996,-1,0;
13676,-1,0;
12492,-1,0;
11097,-1,0;
4104,-1,0;
6857,-1,0;
6182,-1,0;
305,-1,0;
