0.516082,1,1,11652,28990,11432,11432,115.32,0,0,100,42
0.496172,1,1,11562,28808,11344,11340,114.44,0,5,100,42
0.470791,1,1,11509,28523,11259,11254,113.59,0,10,100,42
0.466315,1,1,11332,28044,11114,11110,112.14,0,15,100,42
0.462065,1,1,11019,27205,10794,10792,108.94,0,20,100,42
0.463146,1,1,11268,27684,10684,10675,107.84,0,25,100,42
0.459138,1,1,10955,27000,10374,10371,104.74,0,30,100,42
0.477364,1,1,11571,28680,10983,10976,110.83,0,35,100,42
0.475668,1,1,11391,28324,10992,10990,110.92,0,40,100,42
0.462308,1,1,10672,26881,10494,10490,105.94,0,45,100,42
0.453131,1,1,10234,25719,9998,9992,100.98,0,50,100,42
0.441964,1,1,10243,25784,10067,10063,101.67,0,55,100,42
0.456249,1,1,10304,25991,10130,10128,102.3,0,60,100,42
0.442344,1,1,10223,25652,10014,10010,101.14,0,65,100,42
0.427464,1,1,9922,24932,9692,9686,97.92,0,70,100,42
0.438123,1,1,9729,24438,9556,9552,96.56,0,75,100,42
0.455915,1,1,10460,26257,10301,10299,104.01,0,80,100,42
0.459029,1,1,10143,25552,9973,9971,100.73,0,85,100,42
0.451875,1,1,9805,24761,9641,9641,97.41,0,90,100,42
0.447477,1,1,9973,25301,9522,9521,96.22,0,95,100,42
0.463403,1,1,9811,25095,9614,9614,97.14,0,100,100,42
0.452531,1,1,9784,24995,9116,9114,92.16,0,105,100,42
0.438435,1,1,9247,23588,8788,8781,88.88,0,110,100,42
0.441324,1,1,9680,24457,8632,8627,87.32,0,115,100,42
0.435473,1,1,9565,24322,8710,8705,88.1,0,120,100,42
0.432812,1,1,9727,24679,8953,8944,90.53,0,125,100,42
0.423124,1,1,9568,24139,8630,8619,87.3,0,130,100,42
0.402082,1,1,9063,23223,8560,8555,86.6,0,135,100,42
0.404485,1,1,9138,23321,8474,8468,85.74,0,140,100,42
0.397956,1,1,9121,23227,8504,8499,86.04,0,145,100,42
0.408576,1,1,9657,24341,8730,8717,88.3,0,150,100,42
0.423711,1,1,10255,25905,9733,9718,98.33,0,155,100,42
0.470681,1,1,11154,27979,10343,10336,104.43,0,160,100,42
0.45681,1,1,11517,28877,10786,10770,108.86,0,165,100,42
0.451005,1,1,10907,27294,10626,10615,107.26,0,170,100,42
0.450491,1,1,10874,27239,10469,10463,105.69,0,175,100,42
0.456209,1,1,11133,27925,10831,10822,109.31,0,180,100,42
0.450282,1,1,10938,27261,10679,10667,107.79,0,185,100,42
0.453682,1,1,10761,26788,10526,10512,106.26,0,190,100,42
0.42818,1,1,10232,25562,10027,10015,101.27,0,195,100,42
0.433352,1,1,10450,26079,10226,10220,103.26,0,200,100,42
0.447445,1,1,10829,27112,10655,10649,107.55,0,205,100,42
0.46192,1,1,11332,28422,11106,11102,112.06,0,210,100,42
0.456312,1,1,10798,27191,10606,10604,107.06,0,215,100,42
0.443033,1,1,10654,26809,10458,10453,105.58,0,220,100,42
0.441168,1,1,10492,26374,10302,10298,104.02,0,225,100,42
0.438003,1,1,10184,25573,9974,9970,100.74,0,230,100,42
0.425341,1,1,10184,25506,9995,9991,100.95,0,235,100,42
0.431185,1,1,9871,24803,9689,9687,97.89,0,240,100,42
0.427982,1,1,9555,24054,9383,9381,94.83,0,245,100,42
0.435998,1,1,9976,25118,9823,9817,99.23,0,250,100,42
0.425002,1,1,10116,25494,9897,9892,99.97,0,255,100,42
0.446751,1,1,10489,26337,10249,10246,103.49,0,260,100,42
0.447094,1,1,10142,25473,9917,9916,100.17,0,265,100,42
0.433779,1,1,9824,24682,9590,9585,96.9,0,270,100,42
0.437791,1,1,9918,25037,9678,9675,97.78,0,275,100,42
0.440705,1,1,10338,26007,9519,9516,96.19,0,280,100,42
0.430638,1,1,10066,25142,9229,9221,93.29,0,285,100,42
0.419819,1,1,9662,24287,9084,9079,91.84,0,290,100,42
0.455132,1,1,11083,27010,9346,9336,94.46,0,295,100,42
0.416983,1,1,9570,24299,9013,9005,91.13,0,300,100,42
0.410997,1,1,9252,23455,8706,8703,88.06,0,305,100,42
0.395955,1,1,8813,22266,8379,8373,84.79,0,310,100,42
0.384918,1,1,8462,21310,8076,8069,81.76,0,315,100,42
0.37259,1,1,8228,20871,7953,7941,80.53,0,320,100,42
0.379105,1,1,8539,21604,8263,8251,83.63,0,325,100,42
0.393674,1,1,9138,23113,8907,8894,90.07,0,330,100,42
0.392822,1,1,9320,23484,8927,8909,90.27,0,335,100,42
0.409455,1,1,9695,24385,9488,9476,95.88,0,340,100,42
0.403106,1,1,10224,25621,9879,9865,99.79,0,345,100,42
0.40482,1,1,10084,25317,9808,9793,99.08,0,350,100,42
0.415524,1,1,10479,26153,10199,10188,102.99,0,355,100,42
0.419797,1,1,10771,26842,10582,10579,106.82,0,360,100,42
0.424497,1,1,10791,26841,10632,10629,107.32,0,365,100,42
0.423542,1,1,11009,27405,10819,10818,109.19,0,370,100,42
0.419534,1,1,10849,27029,10678,10674,107.78,0,375,100,42
0.429098,1,1,10884,27153,10732,10727,108.32,0,380,100,42
0.42931,1,1,10965,27268,10574,10569,106.74,0,385,100,42
0.439355,1,1,10972,27298,10833,10833,109.33,0,390,100,42
0.428589,1,1,10675,26586,10544,10540,106.44,0,395,100,42
0.43138,1,1,10694,26735,10561,10561,106.61,0,400,100,42
0.422956,1,1,10750,26935,10614,10614,107.14,0,405,100,42
0.424086,1,1,10625,26592,10470,10470,105.7,0,410,100,42
0.413936,1,1,10218,25640,9971,9970,100.71,0,415,100,42
0.4156,1,1,10285,25814,10032,10031,101.32,0,420,100,42
0.418784,1,1,10230,25765,9936,9933,100.36,0,425,100,42
0.431764,1,1,11433,28229,10241,10235,103.41,0,430,100,42
0.436678,1,1,11247,28012,10324,10318,104.24,0,435,100,42
0.442247,1,1,11221,27999,10513,10511,106.13,0,440,100,42
