0.058379,1,1,1583,2659,1532,1531,31.64,0,0,50,3
0.057344,1,1,1557,2636,1507,1506,31.14,0,5,50,3
0.060361,1,1,1536,2618,1482,1480,30.64,0,10,50,3
0.067662,1,1,1682,2862,1596,1592,32.92,0,15,50,3
0.059083,1,1,1522,2580,1476,1472,30.52,0,20,50,3
0.055451,1,1,1415,2382,1365,1363,28.3,0,25,50,3
0.052144,1,1,1268,2138,1216,1216,25.32,0,30,50,3
0.05058,1,1,1211,2024,1159,1159,24.18,0,35,50,3
0.049112,1,1,1209,2016,1149,1149,23.98,0,40,50,3
0.051733,1,1,1315,2194,1257,1255,26.14,0,45,50,3
0.048941,1,1,1217,2020,1168,1166,24.36,0,50,50,3
0.048434,1,1,1344,2239,1291,1290,26.82,0,55,50,3
0.049936,1,1,1354,2267,1305,1304,27.1,0,60,50,3
0.052929,1,1,1379,2304,1329,1328,27.58,0,65,50,3
0.055188,1,1,1540,2610,1474,1473,30.48,0,70,50,3
0.060753,1,1,1628,2760,1536,1534,31.72,0,75,50,3
0.055729,1,1,1481,2493,1415,1413,29.3,0,80,50,3
0.061026,1,1,1636,2772,1573,1572,32.46,0,85,50,3
0.060897,1,1,1621,2744,1562,1561,32.24,0,90,50,3
0.059263,1,1,1677,2828,1628,1627,33.56,0,95,50,3
0.060157,1,1,1659,2778,1591,1590,32.82,0,100,50,3
0.056247,1,1,1532,2591,1483,1482,30.66,0,105,50,3
0.052976,1,1,1487,2496,1413,1409,29.26,0,110,50,3
0.051132,1,1,1400,2358,1324,1320,27.48,0,115,50,3
0.049078,1,1,1380,2353,1317,1314,27.34,0,120,50,3
0.051691,1,1,1435,2434,1384,1382,28.68,0,125,50,3
0.051076,1,1,1457,2487,1409,1407,29.18,0,130,50,3
0.066527,1,1,1833,3095,1785,1783,36.7,0,135,50,3
0.061824,1,1,1651,2796,1602,1601,33.04,0,140,50,3
0.062895,1,1,1631,2753,1582,1581,32.64,0,145,50,3
0.060008,1,1,1580,2662,1531,1530,31.62,0,150,50,3
0.055564,1,1,1403,2363,1351,1351,28.02,0,155,50,3
0.054365,1,1,1321,2214,1271,1271,26.42,0,160,50,3
0.051789,1,1,1270,2128,1220,1220,25.4,0,165,50,3
0.048064,1,1,1249,2090,1199,1199,24.98,0,170,50,3
0.04736,1,1,1270,2107,1216,1216,25.32,0,175,50,3
0.054595,1,1,1409,2382,1358,1357,28.16,0,180,50,3
0.053476,1,1,1421,2391,1370,1369,28.4,0,185,50,3
0.053975,1,1,1386,2344,1334,1334,27.68,0,190,50,3
0.060719,1,1,1688,2827,1594,1594,32.88,0,195,50,3
0.055061,1,1,1530,2575,1478,1478,30.56,0,200,50,3
0.057096,1,1,1590,2676,1539,1539,31.78,0,205,50,3
0.060048,1,1,1654,2815,1604,1604,33.08,0,210,50,3
0.064193,1,1,1661,2834,1603,1603,33.06,0,215,50,3
0.063303,1,1,1658,2816,1608,1608,33.16,0,220,50,3
0.059983,1,1,1579,2690,1504,1503,31.08,0,225,50,3
0.060125,1,1,1515,2568,1464,1463,30.28,0,230,50,3
0.054646,1,1,1489,2527,1438,1437,29.76,0,235,50,3
0.051695,1,1,1358,2295,1309,1308,27.18,0,240,50,3
0.051026,1,1,1440,2435,1390,1388,28.8,0,245,50,3
0.053922,1,1,1349,2288,1298,1297,26.96,0,250,50,3
0.055486,1,1,1547,2583,1498,1497,30.96,0,255,50,3
0.056452,1,1,1453,2451,1406,1403,29.12,0,260,50,3
0.062431,1,1,1569,2667,1506,1502,31.12,0,265,50,3
0.053998,1,1,1477,2494,1419,1418,29.38,0,270,50,3
0.055613,1,1,1478,2497,1419,1417,29.38,0,275,50,3
0.059232,1,1,1492,2526,1426,1425,29.52,0,280,50,3
0.061933,1,1,1589,2680,1480,1477,30.6,0,285,50,3
0.060039,1,1,1597,2707,1486,1484,30.72,0,290,50,3
0.052426,1,1,1375,2303,1300,1299,27,0,295,50,3
0.056958,1,1,1385,2332,1329,1327,27.58,0,300,50,3
0.06289,1,1,1546,2587,1420,1418,29.4,0,305,50,3
0.058386,1,1,1533,2569,1472,1469,30.44,0,310,50,3
0.058343,1,1,1518,2559,1415,1412,29.3,0,315,50,3
0.054262,1,1,1454,2436,1348,1342,27.96,0,320,50,3
0.052767,1,1,1250,2113,1197,1191,24.94,0,325,50,3
0.052211,1,1,1284,2162,1209,1204,25.18,0,330,50,3
0.050204,1,1,1300,2200,1243,1237,25.86,0,335,50,3
0.052751,1,1,1328,2272,1275,1272,26.5,0,340,50,3
0.048251,1,1,1289,2144,1237,1233,25.74,0,345,50,3
0.053155,1,1,1345,2269,1294,1293,26.88,0,350,50,3
0.054572,1,1,1440,2450,1369,1368,28.38,0,355,50,3
0.052117,1,1,1341,2275,1292,1290,26.84,0,360,50,3
0.051606,1,1,1301,2208,1240,1237,25.8,0,365,50,3
0.052497,1,1,1430,2425,1370,1369,28.4,0,370,50,3
0.06116,1,1,1669,2825,1518,1512,31.36,0,375,50,3
0.057081,1,1,1566,2661,1479,1474,30.58,0,380,50,3
0.059058,1,1,1494,2543,1413,1411,29.26,0,385,50,3
0.054857,1,1,1409,2388,1344,1343,27.88,0,390,50,3
0.053355,1,1,1386,2353,1314,1313,27.28,0,395,50,3
