0.662479,0,0,7828,21732,7621,7608,96.2625,0,0,80,2,20
0.708609,2,4,8481,23619,7976,7973,100.7,2,5,80,2,20
0.676377,1,2,8404,23559,8179,8170,103.237,1,10,80,2,20
0.706047,3,6,8897,25052,8370,8361,105.625,3,15,80,2,20
0.690455,2,4,8875,24789,8327,8317,105.088,2,20,80,2,20
0.676052,1,2,8700,24233,8308,8301,104.85,1,25,80,2,20
0.650715,0,0,8062,22457,7913,7907,99.9125,0,30,80,2,20
0.690568,2,4,8731,24387,8244,8235,104.05,2,35,80,2,20
0.649677,0,0,8318,23116,8180,8172,103.25,0,40,80,2,20
0.66609,1,2,8500,23638,8119,8115,102.487,1,45,80,2,20
0.650197,0,0,8279,23046,8121,8109,102.513,0,50,80,2,20
0.665598,1,2,8418,23520,8171,8161,103.138,1,55,80,2,20
0.651016,0,0,8280,23133,8143,8130,102.787,0,60,80,2,20
0.665273,1,2,8276,23091,7911,7907,99.8875,1,65,80,2,20
0.641898,0,0,7806,21866,7683,7679,97.0375,0,70,80,2,20
0.648446,0,0,8081,22771,7969,7966,100.612,0,75,80,2,20
0.663084,0,0,7851,22157,7740,7738,97.75,0,80,80,2,20
0.643136,0,0,7821,22128,7693,7689,97.1625,0,85,80,2,20
0.642085,0,0,7587,21442,7467,7465,94.3375,0,90,80,2,20
0.664876,0,0,7595,21452,7492,7490,94.65,0,95,80,2,20
0.664013,1,2,7830,22147,7486,7486,94.575,1,100,80,2,20
0,0,0,5561,15652,-2,-1,-1,0,105,80,2,20
