0.025,1,1,8560,23924,8424,8416,106.3,0,0,80,1771874233
0.023,1,1,8465,23643,8370,8370,105.625,0,5,80,1771874233
0.023,1,1,8442,23637,8354,8354,105.425,0,10,80,1771874233
0.023,1,1,8432,23569,8316,8312,104.95,0,15,80,1771874233
0.024,1,1,8425,23479,8298,8291,104.725,0,20,80,1771874233
0.023,1,1,8053,22401,7903,7895,99.7875,0,25,80,1771874233
0.025,1,1,8013,22330,7883,7874,99.5375,0,30,80,1771874233
0.026,1,1,9096,25367,8968,8954,113.1,0,35,80,1771874233
0.024,1,1,8696,24273,8584,8564,108.3,0,40,80,1771874233
0.025,1,1,8566,23849,8369,8348,105.612,0,45,80,1771874233
0.023,1,1,8260,23126,8136,8126,102.7,0,50,80,1771874233
0.023,1,1,8128,22714,7960,7936,100.5,0,55,80,1771874233
0.025,1,1,8072,22545,7937,7919,100.213,0,60,80,1771874233
0.029,2,2,11315,31586,7714,7698,97.425,0,65,80,1771874233
0.022,1,1,8047,22592,7929,7887,100.112,0,70,80,1771874233
0.023,1,1,8250,23167,8095,8080,102.188,0,75,80,1771874233
0.023,1,1,8065,22713,7881,7862,99.5125,0,80,80,1771874233
0.023,1,1,7834,22047,7652,7643,96.65,0,85,80,1771874233
0.022,1,1,7619,21477,7466,7454,94.325,0,90,80,1771874233
0.023,1,1,7590,21365,7434,7404,93.925,0,95,80,1771874233
0.023,1,1,8119,22814,7986,7966,100.825,0,100,80,1771874233
0.023,1,1,8077,22746,7935,7923,100.188,0,105,80,1771874233
0.022,1,1,7707,21689,7538,7527,95.225,0,110,80,1771874233
0.022,1,1,7850,22134,7751,7745,97.8875,0,115,80,1771874233
0.023,1,1,7804,22014,7694,7687,97.175,0,120,80,1771874233
0.023,1,1,7485,21091,7297,7287,92.2125,0,125,80,1771874233
0.023,1,1,7444,20886,7268,7243,91.85,0,130,80,1771874233
0.023,1,1,7445,20789,7292,7264,92.15,0,135,80,1771874233
0.024,1,1,7594,21240,7448,7436,94.1,0,140,80,1771874233
0.022,1,1,7561,21182,7415,7403,93.6875,0,145,80,1771874233
0.022,1,1,7797,21744,7608,7587,96.1,0,150,80,1771874233
0.023,1,1,8085,22669,7920,7913,100,0,155,80,1771874233
0.023,1,1,7836,21945,7693,7685,97.1625,0,160,80,1771874233
0.023,1,1,7871,21895,7643,7625,96.5375,0,165,80,1771874233
0.024,1,1,7983,22312,7809,7799,98.6125,0,170,80,1771874233
0.023,1,1,7896,22075,7771,7763,98.1375,0,175,80,1771874233
0.024,1,1,7938,22037,7770,7734,98.125,0,180,80,1771874233
0.024,1,1,8212,22848,8102,8080,102.275,0,185,80,1771874233
0.024,1,1,8193,22807,8049,8039,101.612,0,190,80,1771874233
0.023,1,1,8153,22668,8000,7991,101,0,195,80,1771874233
0.023,1,1,8404,23341,8277,8275,104.463,0,200,80,1771874233
0.024,1,1,8529,23690,8385,8383,105.812,0,205,80,1771874233
0.024,1,1,8472,23567,8333,8329,105.162,0,210,80,1771874233
0.024,1,1,8441,23397,8295,8293,104.688,0,215,80,1771874233
0.023,1,1,8195,22759,8107,8107,102.338,0,220,80,1771874233
0.022,1,1,8009,22168,7880,7876,99.5,0,225,80,1771874233
60,6681,6681,26918085,74588170,-1,7876,-1,0,230,80,1771874233
60,5687,5687,23616376,65476001,-1,3.33774e-307,-1,0,228,80,1771874606
60,4470,4470,19133451,53051227,-1,3.33774e-307,-1,0,225,80,1771875293
