0.138505,1,1,5154,14168,5089,5089,102.78,0,0,50,2
0.127869,1,1,4999,13707,4943,4939,99.86,0,3,50,2
0.131707,1,1,5041,13812,4974,4970,100.48,0,6,50,2
0.134468,1,1,4899,13344,4822,4820,97.44,0,9,50,2
0.128253,1,1,4738,12916,4670,4670,94.4,0,12,50,2
0.132174,1,1,4954,13485,4860,4858,98.2,0,15,50,2
0.134665,1,1,4979,13551,4897,4895,98.94,0,18,50,2
0.13416,1,1,4838,13180,4749,4745,95.98,0,21,50,2
0.138832,1,1,5071,13809,5001,4995,101.02,0,24,50,2
0.148887,1,1,5509,15106,5446,5444,109.92,0,27,50,2
0.14653,1,1,5576,15281,5474,5462,110.48,0,30,50,2
0.148032,1,1,5803,15849,5661,5651,114.22,0,33,50,2
0.140772,1,1,5617,15342,5511,5501,111.22,0,36,50,2
0.140024,1,1,5457,14945,5361,5353,108.22,0,39,50,2
0.144945,1,1,5515,15067,5392,5372,108.84,0,42,50,2
0.142339,1,1,5509,15070,5409,5397,109.18,0,45,50,2
0.135292,1,1,5346,14626,5259,5253,106.18,0,48,50,2
0.143889,1,1,5628,15396,5518,5512,111.36,0,51,50,2
0.143914,1,1,5662,15502,5551,5545,112.02,0,54,50,2
0.143348,1,1,5703,15668,5609,5609,113.18,0,57,50,2
0.146652,1,1,5552,15294,5463,5459,110.26,0,60,50,2
0.13907,1,1,5402,14893,5311,5309,107.22,0,63,50,2
0.142956,1,1,5607,15226,5340,5332,107.8,0,66,50,2
0.13715,1,1,5283,14594,5188,5182,104.76,0,69,50,2
0.139183,1,1,5342,14749,5210,5202,105.2,0,72,50,2
0.138546,1,1,5379,14641,5066,5056,102.32,0,75,50,2
0.134032,1,1,5195,14193,4916,4908,99.32,0,78,50,2
0.132635,1,1,4985,13704,4774,4758,96.48,0,81,50,2
0.129549,1,1,4955,13596,4797,4789,96.94,0,84,50,2
0.131425,1,1,4926,13668,4856,4854,98.12,0,87,50,2
0.130321,1,1,4985,13839,4876,4874,98.52,0,90,50,2
0.129129,1,1,4794,13339,4724,4724,95.48,0,93,50,2
0.130842,1,1,4848,13489,4763,4761,96.26,0,96,50,2
0.136362,1,1,5077,14193,4965,4963,100.3,0,99,50,2
0.134027,1,1,4896,13713,4819,4813,97.38,0,102,50,2
0.135384,1,1,4956,13895,4860,4856,98.2,0,105,50,2
0.141152,1,1,5179,14571,5090,5086,102.8,0,108,50,2
0.139682,1,1,5026,14193,4940,4936,99.8,0,111,50,2
120,2146,2146,5273199,14833940,-1,4936,-1,0,114,50,2
