50
2068,-1,0;
9231,-1,0;
5721,-1,0;
7909,-1,0;
1978,-1,0;
9289,-1,0;
2293,-1,0;
13055,-1,0;
3642,-1,0;
9842,-1,0;
12946,-1,0;
12753,-1,0;
6881,-1,0;
12165,-1,0;
10645,-1,0;
1102,-1,0;
2088,-1,0;
2857,-1,0;
8171,-1,0;
2841,-1,0;
1335,-1,0;
3490,-1,0;
1185,-1,0;
2810,-1,0;
900,-1,0;
2805,-1,0;
5654,-1,0;
3830,-1,0;
13579,-1,0;
7493,-1,0;
7722,-1,0;
1743,-1,0;
5566,-1,0;
6151,-1,0;
1420,-1,0;
10084,-1,0;
13970,-1,0;
4282,-1,0;
6050,-1,0;
3538,-1,0;
4437,-1,0;
9793,-1,0;
8088,-1,0;
4422,-1,0;
309,-1,0;
1423,-1,0;
12477,-1,0;
13026,-1,0;
11138,-1,0;
8151,-1,0;
