80
2068,-1,0;
9231,-1,0;
5721,-1,0;
7909,-1,0;
1978,-1,0;
9289,-1,0;
2293,-1,0;
13055,-1,0;
3642,-1,0;
9842,-1,0;
12946,-1,0;
12753,-1,0;
6881,-1,0;
12165,-1,0;
10645,-1,0;
1102,-1,0;
2088,-1,0;
2857,-1,0;
8171,-1,0;
2841,-1,0;
1335,-1,0;
3490,-1,0;
1185,-1,0;
2810,-1,0;
900,-1,0;
2805,-1,0;
5654,-1,0;
3830,-1,0;
13579,-1,0;
7493,-1,0;
7722,-1,0;
1743,-1,0;
5566,-1,0;
6151,-1,0;
1420,-1,0;
10084,-1,0;
13970,-1,0;
4282,-1,0;
6050,-1,0;
3538,-1,0;
4437,-1,0;
9793,-1,0;
8088,-1,0;
4422,-1,0;
309,-1,0;
1423,-1,0;
12477,-1,0;
13026,-1,0;
11138,-1,0;
8151,-1,0;
13937,-1,0;
2793,-1,0;
3846,-1,0;
6477,-1,0;
105,-1,0;
1529,-1,0;
1732,-1,0;
1820,-1,0;
5010,-1,0;
4164,-1,0;
9845,-1,0;
1375,-1,0;
3897,-1,0;
7474,-1,0;
13174,-1,0;
9554,-1,0;
14189,-1,0;
10522,-1,0;
9129,-1,0;
4233,-1,0;
4413,-1,0;
13537,-1,0;
14088,-1,0;
91,-1,0;
13589,-1,0;
11022,-1,0;
6196,-1,0;
9478,-1,0;
6341,-1,0;
14108,-1,0;
